Gene stable ID	Mouse gene stable ID	Mouse gene name
ENSG00000239810	ENSMUSG00000095523	AC124606.1
ENSG00000239810	ENSMUSG00000095570	AC140325.3
ENSG00000239810	ENSMUSG00000095666	AC164084.2
ENSG00000239810	ENSMUSG00000095718	Gm6502
ENSG00000239810	ENSMUSG00000095728	AC125178.3
ENSG00000239810	ENSMUSG00000095763	AC124606.2
ENSG00000239810	ENSMUSG00000095954	Gm3183
ENSG00000239810	ENSMUSG00000095996	Gm16513
ENSG00000239810	ENSMUSG00000096044	Gm16427
ENSG00000239810	ENSMUSG00000096066	Gm10424
ENSG00000239810	ENSMUSG00000096139	Gm7978
ENSG00000239810	ENSMUSG00000096154	Gm13057
ENSG00000239810	ENSMUSG00000096230	Gm16429
ENSG00000239810	ENSMUSG00000096236	AC165294.2
ENSG00000239810	ENSMUSG00000096259	Gm3106
ENSG00000239810	ENSMUSG00000096276	Gm2042
ENSG00000239810	ENSMUSG00000096550	Gm16367
ENSG00000239810	ENSMUSG00000096576	Oog1
ENSG00000239810	ENSMUSG00000096680	AC164084.3
ENSG00000239810	ENSMUSG00000096728	AC140325.4
ENSG00000239810	ENSMUSG00000096742	Gm6367
ENSG00000239810	ENSMUSG00000096756	AC165294.3
ENSG00000239810	ENSMUSG00000107392	Gm7792
ENSG00000239839	ENSMUSG00000058618	Defa39
ENSG00000239839	ENSMUSG00000060070	Defa26
ENSG00000239839	ENSMUSG00000060208	Defa17
ENSG00000239839	ENSMUSG00000061845	Defa35
ENSG00000239839	ENSMUSG00000061958	Defa38
ENSG00000239839	ENSMUSG00000063206	Defa34
ENSG00000239839	ENSMUSG00000064213	Defa24
ENSG00000239839	ENSMUSG00000065956	Defa37
ENSG00000239839	ENSMUSG00000074434	Defa28
ENSG00000239839	ENSMUSG00000074437	Defa29
ENSG00000239839	ENSMUSG00000074439	Defa5
ENSG00000239839	ENSMUSG00000074440	Defa3
ENSG00000239839	ENSMUSG00000074441	Defa40
ENSG00000239839	ENSMUSG00000074442	Defa31
ENSG00000239839	ENSMUSG00000074443	Defa22
ENSG00000239839	ENSMUSG00000074444	Defa30
ENSG00000239839	ENSMUSG00000074446	Defa23
ENSG00000239839	ENSMUSG00000074447	Defa21
ENSG00000239839	ENSMUSG00000079113	Defa43
ENSG00000239839	ENSMUSG00000079114	Defa42
ENSG00000239839	ENSMUSG00000079116	Defa41
ENSG00000239839	ENSMUSG00000079120	AY761185
ENSG00000239839	ENSMUSG00000082211	Defa27
ENSG00000239839	ENSMUSG00000094362	Defa33
ENSG00000239839	ENSMUSG00000094662	Defa36
ENSG00000239839	ENSMUSG00000094687	Defa25
ENSG00000239839	ENSMUSG00000094818	Defa32
ENSG00000239839	ENSMUSG00000095066	Defa20
ENSG00000239839	ENSMUSG00000096295	Defa2
ENSG00000239855	ENSMUSG00000076522	Igkv16-104
ENSG00000239855	ENSMUSG00000095737	Igkv11-125
ENSG00000239857	ENSMUSG00000025858	Get4
ENSG00000239886	ENSMUSG00000054759	Krtap5-2
ENSG00000239886	ENSMUSG00000056885	Gm4559
ENSG00000239886	ENSMUSG00000109859	Gm45618
ENSG00000239886	ENSMUSG00000110324	Gm40460
ENSG00000239899	ENSMUSG00000093064	Gm23153
ENSG00000239900	ENSMUSG00000022407	Adsl
ENSG00000239920	ENSMUSG00000030921	Trim30a
ENSG00000239920	ENSMUSG00000057143	Trim12c
ENSG00000239920	ENSMUSG00000057596	Trim30d
ENSG00000239920	ENSMUSG00000060441	Trim5
ENSG00000239920	ENSMUSG00000066258	Trim12a
ENSG00000239920	ENSMUSG00000078616	Trim30c
ENSG00000239951	ENSMUSG00000076572	Igkv18-36
ENSG00000239961	ENSMUSG00000030427	Lilra6
ENSG00000239961	ENSMUSG00000058818	Pirb
ENSG00000239961	ENSMUSG00000070873	Lilra5
ENSG00000239961	ENSMUSG00000074417	Gm14548
ENSG00000239961	ENSMUSG00000074419	Gm15448
ENSG00000239961	ENSMUSG00000081665	Gm15922
ENSG00000239961	ENSMUSG00000089942	Pira2
ENSG00000239964	ENSMUSG00000092805	Gm26461
ENSG00000240021	ENSMUSG00000026592	Tex35
ENSG00000240053	ENSMUSG00000043807	Ly6g5b
ENSG00000240065	ENSMUSG00000096727	Psmb9
ENSG00000240184	ENSMUSG00000102918	Pcdhgc3
ENSG00000240199	ENSMUSG00000098477	Gm27853
ENSG00000240203	ENSMUSG00000092875	Gm22649
ENSG00000240224	ENSMUSG00000089943	Ugt1a5
ENSG00000240224	ENSMUSG00000090171	Ugt1a2
ENSG00000240230	ENSMUSG00000045438	Cox19
ENSG00000240247	ENSMUSG00000058618	Defa39
ENSG00000240247	ENSMUSG00000060070	Defa26
ENSG00000240247	ENSMUSG00000060208	Defa17
ENSG00000240247	ENSMUSG00000061845	Defa35
ENSG00000240247	ENSMUSG00000061958	Defa38
ENSG00000240247	ENSMUSG00000063206	Defa34
ENSG00000240247	ENSMUSG00000064213	Defa24
ENSG00000240247	ENSMUSG00000065956	Defa37
ENSG00000240247	ENSMUSG00000074434	Defa28
ENSG00000240247	ENSMUSG00000074437	Defa29
ENSG00000240247	ENSMUSG00000074439	Defa5
ENSG00000240247	ENSMUSG00000074440	Defa3
ENSG00000240247	ENSMUSG00000074441	Defa40
ENSG00000240247	ENSMUSG00000074442	Defa31
ENSG00000240247	ENSMUSG00000074443	Defa22
ENSG00000240247	ENSMUSG00000074444	Defa30
ENSG00000240247	ENSMUSG00000074446	Defa23
ENSG00000240247	ENSMUSG00000074447	Defa21
ENSG00000240247	ENSMUSG00000079113	Defa43
ENSG00000240247	ENSMUSG00000079114	Defa42
ENSG00000240247	ENSMUSG00000079116	Defa41
ENSG00000240247	ENSMUSG00000079120	AY761185
ENSG00000240247	ENSMUSG00000082211	Defa27
ENSG00000240247	ENSMUSG00000094362	Defa33
ENSG00000240247	ENSMUSG00000094662	Defa36
ENSG00000240247	ENSMUSG00000094687	Defa25
ENSG00000240247	ENSMUSG00000094818	Defa32
ENSG00000240247	ENSMUSG00000095066	Defa20
ENSG00000240247	ENSMUSG00000096295	Defa2
ENSG00000240294	ENSMUSG00000084664	Gm23213
ENSG00000240303	ENSMUSG00000090150	Acad11
ENSG00000240382	ENSMUSG00000076522	Igkv16-104
ENSG00000240382	ENSMUSG00000095737	Igkv11-125
ENSG00000240432	ENSMUSG00000074928	Krtap14
ENSG00000240505	ENSMUSG00000010142	Tnfrsf13b
ENSG00000240542	ENSMUSG00000054759	Krtap5-2
ENSG00000240542	ENSMUSG00000056885	Gm4559
ENSG00000240542	ENSMUSG00000069582	Krtap10-4
ENSG00000240542	ENSMUSG00000071195	Gm10318
ENSG00000240542	ENSMUSG00000078255	Krtap9-5
ENSG00000240542	ENSMUSG00000094120	Gm3233
ENSG00000240542	ENSMUSG00000094913	Gm9507
ENSG00000240542	ENSMUSG00000095593	Gm7138
ENSG00000240542	ENSMUSG00000095721	Gm7137
ENSG00000240542	ENSMUSG00000095817	Gm3238
ENSG00000240542	ENSMUSG00000095970	Gm19402
ENSG00000240542	ENSMUSG00000096131	Gm9639
ENSG00000240542	ENSMUSG00000096380	Gm19668
ENSG00000240542	ENSMUSG00000096481	Gm3250
ENSG00000240542	ENSMUSG00000109859	Gm45618
ENSG00000240542	ENSMUSG00000110324	Gm40460
ENSG00000240542	ENSMUSG00000111915	Gm3285
ENSG00000240542	ENSMUSG00000112170	Gm9508
ENSG00000240542	ENSMUSG00000112223	Krtap10-10
ENSG00000240542	ENSMUSG00000112380	Gm9736
ENSG00000240542	ENSMUSG00000112600	Gm49918
ENSG00000240542	ENSMUSG00000112653	Gm36176
ENSG00000240542	ENSMUSG00000112864	Gm18596
ENSG00000240563	ENSMUSG00000087166	L1td1
ENSG00000240583	ENSMUSG00000004655	Aqp1
ENSG00000240654	ENSMUSG00000071347	C1qtnf9
ENSG00000240682	ENSMUSG00000030056	Isy1
ENSG00000240694	ENSMUSG00000046204	Pnma2
ENSG00000240720	ENSMUSG00000040367	Lrrd1
ENSG00000240747	ENSMUSG00000071281	Zfp65
ENSG00000240764	ENSMUSG00000102543	Pcdhgc5
ENSG00000240771	ENSMUSG00000019467	Arhgef25
ENSG00000240849	ENSMUSG00000089739	Gm20431
ENSG00000240849	ENSMUSG00000090213	Tmem189
ENSG00000240857	ENSMUSG00000020621	Rdh14
ENSG00000240871	ENSMUSG00000045109	Krtap4-7
ENSG00000240871	ENSMUSG00000078130	Gm11555
ENSG00000240891	ENSMUSG00000087141	Plcxd2
ENSG00000240972	ENSMUSG00000033307	Mif
ENSG00000241058	ENSMUSG00000026707	Nsun6
ENSG00000241106	ENSMUSG00000041538	H2-Ob
ENSG00000241119	ENSMUSG00000089675	Ugt1a8
ENSG00000241119	ENSMUSG00000090165	Ugt1a10
ENSG00000241119	ENSMUSG00000090175	Ugt1a9
ENSG00000241123	ENSMUSG00000054759	Krtap5-2
ENSG00000241123	ENSMUSG00000056885	Gm4559
ENSG00000241123	ENSMUSG00000109859	Gm45618
ENSG00000241123	ENSMUSG00000110324	Gm40460
ENSG00000241127	ENSMUSG00000075054	Yae1d1
ENSG00000241128	ENSMUSG00000055571	Olfr305
ENSG00000241128	ENSMUSG00000055610	Olfr307
ENSG00000241128	ENSMUSG00000062042	Olfr294
ENSG00000241128	ENSMUSG00000062426	Olfr304
ENSG00000241128	ENSMUSG00000062878	Olfr298
ENSG00000241186	ENSMUSG00000032494	Tdgf1
ENSG00000241224	ENSMUSG00000110573	Gm5485
ENSG00000241233	ENSMUSG00000073786	Gm7579
ENSG00000241233	ENSMUSG00000110061	Gm45337
ENSG00000241233	ENSMUSG00000110091	Gm39115
ENSG00000241241	ENSMUSG00000054759	Krtap5-2
ENSG00000241241	ENSMUSG00000056885	Gm4559
ENSG00000241241	ENSMUSG00000109859	Gm45618
ENSG00000241241	ENSMUSG00000110324	Gm40460
ENSG00000241258	ENSMUSG00000025532	Crcp
ENSG00000241343	ENSMUSG00000049751	Rpl36al
ENSG00000241351	ENSMUSG00000076572	Igkv18-36
ENSG00000241356	ENSMUSG00000075215	Olfr1000
ENSG00000241356	ENSMUSG00000111179	Olfr996
ENSG00000241356	ENSMUSG00000111454	Olfr998
ENSG00000241356	ENSMUSG00000111566	Olfr1001-ps1
ENSG00000241360	ENSMUSG00000116165	Pdxp
ENSG00000241370	ENSMUSG00000024446	Rpp21
ENSG00000241399	ENSMUSG00000060703	Cd302
ENSG00000241404	ENSMUSG00000015467	Egfl8
ENSG00000241468	ENSMUSG00000038690	Atp5j2
ENSG00000241476	ENSMUSG00000023165	Ssxb2
ENSG00000241476	ENSMUSG00000035371	Ssx9
ENSG00000241476	ENSMUSG00000062814	Ssxa1
ENSG00000241476	ENSMUSG00000068218	Ssxb9
ENSG00000241476	ENSMUSG00000068219	Ssxb10
ENSG00000241476	ENSMUSG00000071816	Ssxb5
ENSG00000241476	ENSMUSG00000079697	Gm5751
ENSG00000241476	ENSMUSG00000079699	Gm6592
ENSG00000241476	ENSMUSG00000079701	Ssxb3
ENSG00000241476	ENSMUSG00000079702	Ssxb6
ENSG00000241476	ENSMUSG00000079703	Ssxb8
ENSG00000241476	ENSMUSG00000079704	Gm14459
ENSG00000241476	ENSMUSG00000079705	Ssxb1
ENSG00000241476	ENSMUSG00000095316	Gm21876
ENSG00000241484	ENSMUSG00000078954	Arhgap8
ENSG00000241489	ENSMUSG00000035847	Ids
ENSG00000241553	ENSMUSG00000079426	Arpc4
ENSG00000241563	ENSMUSG00000028971	Cort
ENSG00000241595	ENSMUSG00000054759	Krtap5-2
ENSG00000241595	ENSMUSG00000056885	Gm4559
ENSG00000241595	ENSMUSG00000109859	Gm45618
ENSG00000241595	ENSMUSG00000110324	Gm40460
ENSG00000241635	ENSMUSG00000089960	Ugt1a1
ENSG00000241644	ENSMUSG00000003477	Inmt
ENSG00000241685	ENSMUSG00000029621	Arpc1a
ENSG00000241690	ENSMUSG00000100963	Gm28372
ENSG00000241697	ENSMUSG00000028347	Tmeff1
ENSG00000241755	ENSMUSG00000076522	Igkv16-104
ENSG00000241755	ENSMUSG00000095737	Igkv11-125
ENSG00000241837	ENSMUSG00000022956	Atp5o
ENSG00000241839	ENSMUSG00000050721	Plekho2
ENSG00000241852	ENSMUSG00000044551	9930012K11Rik
ENSG00000241878	ENSMUSG00000023452	Pisd
ENSG00000241878	ENSMUSG00000093574	Gm20671
ENSG00000241935	ENSMUSG00000025176	Hoga1
ENSG00000241945	ENSMUSG00000032834	Pwp2
ENSG00000241962	ENSMUSG00000026087	Mrpl30
ENSG00000241973	ENSMUSG00000041720	Pi4ka
ENSG00000242028	ENSMUSG00000027245	Hypk
ENSG00000242110	ENSMUSG00000022244	Amacr
ENSG00000242114	ENSMUSG00000004748	Mtfp1
ENSG00000242120	ENSMUSG00000090667	Gm765
ENSG00000242173	ENSMUSG00000073433	Arhgdig
ENSG00000242221	ENSMUSG00000007209	Ceacam9
ENSG00000242221	ENSMUSG00000078795	Ceacam15
ENSG00000242247	ENSMUSG00000054277	Arfgap3
ENSG00000242252	ENSMUSG00000074483	Bglap
ENSG00000242252	ENSMUSG00000074486	Bglap2
ENSG00000242252	ENSMUSG00000074489	Bglap3
ENSG00000242259	ENSMUSG00000071632	2510002D24Rik
ENSG00000242259	ENSMUSG00000099908	Gm28539
ENSG00000242265	ENSMUSG00000092035	Peg10
ENSG00000242366	ENSMUSG00000089675	Ugt1a8
ENSG00000242366	ENSMUSG00000090165	Ugt1a10
ENSG00000242366	ENSMUSG00000090175	Ugt1a9
ENSG00000242371	ENSMUSG00000076522	Igkv16-104
ENSG00000242371	ENSMUSG00000095737	Igkv11-125
ENSG00000242372	ENSMUSG00000027613	Eif6
ENSG00000242385	ENSMUSG00000099168	Gm27717
ENSG00000242389	ENSMUSG00000091987	Gm10352
ENSG00000242389	ENSMUSG00000093918	Gm21677
ENSG00000242389	ENSMUSG00000093987	Gm21704
ENSG00000242389	ENSMUSG00000094511	Gm21693
ENSG00000242389	ENSMUSG00000094658	Rbmy
ENSG00000242389	ENSMUSG00000095852	Gm10256
ENSG00000242389	ENSMUSG00000095948	Gm21708
ENSG00000242389	ENSMUSG00000096520	Gm3376
ENSG00000242389	ENSMUSG00000101667	Gm29289
ENSG00000242389	ENSMUSG00000102053	Gm4064
ENSG00000242419	ENSMUSG00000023036	Pcdhgc4
ENSG00000242441	ENSMUSG00000024154	Gtf2a1l
ENSG00000242485	ENSMUSG00000029066	Mrpl20
ENSG00000242498	ENSMUSG00000039043	Arpin
ENSG00000242515	ENSMUSG00000089675	Ugt1a8
ENSG00000242515	ENSMUSG00000090165	Ugt1a10
ENSG00000242515	ENSMUSG00000090175	Ugt1a9
ENSG00000242550	ENSMUSG00000092572	Serpinb10
ENSG00000242574	ENSMUSG00000037548	H2-DMb2
ENSG00000242574	ENSMUSG00000079547	H2-DMb1
ENSG00000242580	ENSMUSG00000076522	Igkv16-104
ENSG00000242580	ENSMUSG00000095737	Igkv11-125
ENSG00000242612	ENSMUSG00000036775	Decr2
ENSG00000242616	ENSMUSG00000038607	Gng10
ENSG00000242689	ENSMUSG00000079415	Cntf
ENSG00000242715	ENSMUSG00000048655	Ccdc169
ENSG00000242732	ENSMUSG00000049191	Rtl5
ENSG00000242766	ENSMUSG00000076522	Igkv16-104
ENSG00000242766	ENSMUSG00000095737	Igkv11-125
ENSG00000242802	ENSMUSG00000039623	Ap5z1
ENSG00000242866	ENSMUSG00000033498	Strc
ENSG00000242875	ENSMUSG00000091987	Gm10352
ENSG00000242875	ENSMUSG00000093918	Gm21677
ENSG00000242875	ENSMUSG00000093987	Gm21704
ENSG00000242875	ENSMUSG00000094511	Gm21693
ENSG00000242875	ENSMUSG00000094658	Rbmy
ENSG00000242875	ENSMUSG00000095852	Gm10256
ENSG00000242875	ENSMUSG00000095948	Gm21708
ENSG00000242875	ENSMUSG00000096520	Gm3376
ENSG00000242875	ENSMUSG00000101667	Gm29289
ENSG00000242875	ENSMUSG00000102053	Gm4064
ENSG00000242950	ENSMUSG00000084897	Gm14226
ENSG00000242950	ENSMUSG00000090486	BC035947
ENSG00000243056	ENSMUSG00000090264	Eif4ebp3
ENSG00000243063	ENSMUSG00000076572	Igkv18-36
ENSG00000243073	ENSMUSG00000025838	Pramel6
ENSG00000243073	ENSMUSG00000025839	Pramel7
ENSG00000243073	ENSMUSG00000028591	Pramef12
ENSG00000243073	ENSMUSG00000029451	Gm13103
ENSG00000243073	ENSMUSG00000035201	B020004J07Rik
ENSG00000243073	ENSMUSG00000036749	Pramel5
ENSG00000243073	ENSMUSG00000037028	Gm12800
ENSG00000243073	ENSMUSG00000038330	C87499
ENSG00000243073	ENSMUSG00000041805	Pramel1
ENSG00000243073	ENSMUSG00000046133	C130073F10Rik
ENSG00000243073	ENSMUSG00000046262	C87977
ENSG00000243073	ENSMUSG00000046435	Gm13078
ENSG00000243073	ENSMUSG00000046862	Pramef8
ENSG00000243073	ENSMUSG00000047799	Oog4
ENSG00000243073	ENSMUSG00000050810	Oog3
ENSG00000243073	ENSMUSG00000059218	Gm13084
ENSG00000243073	ENSMUSG00000066027	Gm10436
ENSG00000243073	ENSMUSG00000066030	Oog2
ENSG00000243073	ENSMUSG00000066031	Gm13023
ENSG00000243073	ENSMUSG00000066688	Gm13083
ENSG00000243073	ENSMUSG00000070616	Gm13040
ENSG00000243073	ENSMUSG00000070617	Gm13089
ENSG00000243073	ENSMUSG00000070618	BC080695
ENSG00000243073	ENSMUSG00000070619	Gm13119
ENSG00000243073	ENSMUSG00000070677	D5Ertd577e
ENSG00000243073	ENSMUSG00000070686	C87414
ENSG00000243073	ENSMUSG00000070890	Gm12794
ENSG00000243073	ENSMUSG00000072813	E330014E10Rik
ENSG00000243073	ENSMUSG00000072814	Gm7982
ENSG00000243073	ENSMUSG00000072821	Gm6351
ENSG00000243073	ENSMUSG00000072822	BC061212
ENSG00000243073	ENSMUSG00000073497	AA792892
ENSG00000243073	ENSMUSG00000073721	Pramef20
ENSG00000243073	ENSMUSG00000073723	Gm13102
ENSG00000243073	ENSMUSG00000073724	Pramel4
ENSG00000243073	ENSMUSG00000074011	Gm7682
ENSG00000243073	ENSMUSG00000074720	AC140325.1
ENSG00000243073	ENSMUSG00000078508	Gm13128
ENSG00000243073	ENSMUSG00000078509	Pramef17
ENSG00000243073	ENSMUSG00000078510	Gm13101
ENSG00000243073	ENSMUSG00000078511	Pramef25
ENSG00000243073	ENSMUSG00000078512	Pramef6
ENSG00000243073	ENSMUSG00000078513	Gm13088
ENSG00000243073	ENSMUSG00000078625	Gm12789
ENSG00000243073	ENSMUSG00000078626	Gm12790
ENSG00000243073	ENSMUSG00000079423	Gm3286
ENSG00000243073	ENSMUSG00000079424	Gm3259
ENSG00000243073	ENSMUSG00000091585	AC140365.1
ENSG00000243073	ENSMUSG00000092073	Gm6205
ENSG00000243073	ENSMUSG00000092166	Gm7942
ENSG00000243073	ENSMUSG00000094043	Gm7971
ENSG00000243073	ENSMUSG00000094172	AC163611.1
ENSG00000243073	ENSMUSG00000094195	Gm6509
ENSG00000243073	ENSMUSG00000094303	AC165294.1
ENSG00000243073	ENSMUSG00000094337	Gm3286
ENSG00000243073	ENSMUSG00000094383	AC123873.1
ENSG00000243073	ENSMUSG00000094474	AC123873.2
ENSG00000243073	ENSMUSG00000094560	A430089I19Rik
ENSG00000243073	ENSMUSG00000094722	AC125178.1
ENSG00000243073	ENSMUSG00000094741	AC140325.2
ENSG00000243073	ENSMUSG00000094791	AC126035.1
ENSG00000243073	ENSMUSG00000094836	AC123873.3
ENSG00000243073	ENSMUSG00000094855	AC133095.1
ENSG00000243073	ENSMUSG00000094887	AC163611.2
ENSG00000243073	ENSMUSG00000095074	Gm3139
ENSG00000243073	ENSMUSG00000095076	AC125178.2
ENSG00000243073	ENSMUSG00000095409	Gm13043
ENSG00000243073	ENSMUSG00000095475	AC133095.2
ENSG00000243073	ENSMUSG00000095503	Gm3147
ENSG00000243073	ENSMUSG00000095505	AC164084.1
ENSG00000243073	ENSMUSG00000095523	AC124606.1
ENSG00000243073	ENSMUSG00000095570	AC140325.3
ENSG00000243073	ENSMUSG00000095666	AC164084.2
ENSG00000243073	ENSMUSG00000095718	Gm6502
ENSG00000243073	ENSMUSG00000095728	AC125178.3
ENSG00000243073	ENSMUSG00000095763	AC124606.2
ENSG00000243073	ENSMUSG00000095954	Gm3183
ENSG00000243073	ENSMUSG00000095996	Gm16513
ENSG00000243073	ENSMUSG00000096044	Gm16427
ENSG00000243073	ENSMUSG00000096066	Gm10424
ENSG00000243073	ENSMUSG00000096139	Gm7978
ENSG00000243073	ENSMUSG00000096154	Gm13057
ENSG00000243073	ENSMUSG00000096230	Gm16429
ENSG00000243073	ENSMUSG00000096236	AC165294.2
ENSG00000243073	ENSMUSG00000096259	Gm3106
ENSG00000243073	ENSMUSG00000096276	Gm2042
ENSG00000243073	ENSMUSG00000096550	Gm16367
ENSG00000243073	ENSMUSG00000096576	Oog1
ENSG00000243073	ENSMUSG00000096680	AC164084.3
ENSG00000243073	ENSMUSG00000096728	AC140325.4
ENSG00000243073	ENSMUSG00000096742	Gm6367
ENSG00000243073	ENSMUSG00000096756	AC165294.3
ENSG00000243073	ENSMUSG00000107392	Gm7792
ENSG00000243130	ENSMUSG00000007209	Ceacam9
ENSG00000243130	ENSMUSG00000078795	Ceacam15
ENSG00000243135	ENSMUSG00000089943	Ugt1a5
ENSG00000243135	ENSMUSG00000090171	Ugt1a2
ENSG00000243137	ENSMUSG00000007209	Ceacam9
ENSG00000243137	ENSMUSG00000078795	Ceacam15
ENSG00000243147	ENSMUSG00000106918	Mrpl33
ENSG00000243156	ENSMUSG00000051586	Mical3
ENSG00000243207	ENSMUSG00000004100	Ppan
ENSG00000243232	ENSMUSG00000102697	Pcdhac2
ENSG00000243238	ENSMUSG00000076500	Gm20730
ENSG00000243238	ENSMUSG00000076501	Igkv2-137
ENSG00000243238	ENSMUSG00000076518	Igkv2-112
ENSG00000243244	ENSMUSG00000033855	Ston1
ENSG00000243279	ENSMUSG00000031149	Praf2
ENSG00000243284	ENSMUSG00000049598	Vsig8
ENSG00000243290	ENSMUSG00000076522	Igkv16-104
ENSG00000243290	ENSMUSG00000095737	Igkv11-125
ENSG00000243317	ENSMUSG00000073155	1810058I24Rik
ENSG00000243335	ENSMUSG00000034110	Kctd7
ENSG00000243364	ENSMUSG00000028040	Efna4
ENSG00000243449	ENSMUSG00000070858	Gm1673
ENSG00000243477	ENSMUSG00000079334	Naa80
ENSG00000243489	ENSMUSG00000049809	Krtap9-3
ENSG00000243489	ENSMUSG00000054759	Krtap5-2
ENSG00000243489	ENSMUSG00000056885	Gm4559
ENSG00000243489	ENSMUSG00000069582	Krtap10-4
ENSG00000243489	ENSMUSG00000071195	Gm10318
ENSG00000243489	ENSMUSG00000075567	Krtap1-4
ENSG00000243489	ENSMUSG00000078131	Krtap1-3
ENSG00000243489	ENSMUSG00000094120	Gm3233
ENSG00000243489	ENSMUSG00000094913	Gm9507
ENSG00000243489	ENSMUSG00000095593	Gm7138
ENSG00000243489	ENSMUSG00000095721	Gm7137
ENSG00000243489	ENSMUSG00000095817	Gm3238
ENSG00000243489	ENSMUSG00000095970	Gm19402
ENSG00000243489	ENSMUSG00000096131	Gm9639
ENSG00000243489	ENSMUSG00000096380	Gm19668
ENSG00000243489	ENSMUSG00000096481	Gm3250
ENSG00000243489	ENSMUSG00000109859	Gm45618
ENSG00000243489	ENSMUSG00000110324	Gm40460
ENSG00000243489	ENSMUSG00000111915	Gm3285
ENSG00000243489	ENSMUSG00000112170	Gm9508
ENSG00000243489	ENSMUSG00000112223	Krtap10-10
ENSG00000243489	ENSMUSG00000112380	Gm9736
ENSG00000243489	ENSMUSG00000112600	Gm49918
ENSG00000243489	ENSMUSG00000112653	Gm36176
ENSG00000243489	ENSMUSG00000112864	Gm18596
ENSG00000243501	ENSMUSG00000041722	Khdc1c
ENSG00000243501	ENSMUSG00000067750	Khdc1a
ENSG00000243501	ENSMUSG00000085079	Khdc1b
ENSG00000243566	ENSMUSG00000042985	Upk3b
ENSG00000243641	ENSMUSG00000110970	Olfr156
ENSG00000243641	ENSMUSG00000111611	Olfr157
ENSG00000243646	ENSMUSG00000022969	Il10rb
ENSG00000243646	ENSMUSG00000093701	Gm21970
ENSG00000243649	ENSMUSG00000090231	Cfb
ENSG00000243649	ENSMUSG00000092511	Gm20547
ENSG00000243660	ENSMUSG00000067430	Zfp763
ENSG00000243667	ENSMUSG00000078970	Wdr92
ENSG00000243678	ENSMUSG00000020857	Nme2
ENSG00000243696	ENSMUSG00000042485	Mustn1
ENSG00000243708	ENSMUSG00000033852	Gm28042
ENSG00000243708	ENSMUSG00000098488	Pla2g4b
ENSG00000243709	ENSMUSG00000038793	Lefty1
ENSG00000243709	ENSMUSG00000066652	Lefty2
ENSG00000243710	ENSMUSG00000028730	Cfap57
ENSG00000243725	ENSMUSG00000025413	Ttc4
ENSG00000243729	ENSMUSG00000090675	Olfr111
ENSG00000243729	ENSMUSG00000090894	Olfr110
ENSG00000243749	ENSMUSG00000070737	Tmem35b
ENSG00000243789	ENSMUSG00000098789	Jmjd7
ENSG00000243896	ENSMUSG00000043605	Olfr13
ENSG00000243927	ENSMUSG00000039680	Mrps6
ENSG00000243943	ENSMUSG00000062761	Zfp512
ENSG00000243978	ENSMUSG00000085584	Rtl9
ENSG00000243989	ENSMUSG00000023262	Acy1
ENSG00000244005	ENSMUSG00000027618	Nfs1
ENSG00000244038	ENSMUSG00000028757	Ddost
ENSG00000244045	ENSMUSG00000051232	Tmem199
ENSG00000244115	ENSMUSG00000092345	Gm20503
ENSG00000244122	ENSMUSG00000089675	Ugt1a8
ENSG00000244122	ENSMUSG00000090165	Ugt1a10
ENSG00000244122	ENSMUSG00000090175	Ugt1a9
ENSG00000244187	ENSMUSG00000026939	Tmem141
ENSG00000244194	ENSMUSG00000093056	Gm24812
ENSG00000244234	ENSMUSG00000001157	Gmcl1
ENSG00000244242	ENSMUSG00000045777	Ifitm10
ENSG00000244255	ENSMUSG00000090231	Cfb
ENSG00000244255	ENSMUSG00000092511	Gm20547
ENSG00000244274	ENSMUSG00000017734	Dbndd2
ENSG00000244355	ENSMUSG00000073413	Ly6g6d
ENSG00000244395	ENSMUSG00000091987	Gm10352
ENSG00000244395	ENSMUSG00000093918	Gm21677
ENSG00000244395	ENSMUSG00000093987	Gm21704
ENSG00000244395	ENSMUSG00000094511	Gm21693
ENSG00000244395	ENSMUSG00000094658	Rbmy
ENSG00000244395	ENSMUSG00000095852	Gm10256
ENSG00000244395	ENSMUSG00000095948	Gm21708
ENSG00000244395	ENSMUSG00000096520	Gm3376
ENSG00000244395	ENSMUSG00000101667	Gm29289
ENSG00000244395	ENSMUSG00000102053	Gm4064
ENSG00000244405	ENSMUSG00000013089	Etv5
ENSG00000244414	ENSMUSG00000057037	Cfhr1
ENSG00000244437	ENSMUSG00000076572	Igkv18-36
ENSG00000244462	ENSMUSG00000089824	Rbm12
ENSG00000244474	ENSMUSG00000089943	Ugt1a5
ENSG00000244474	ENSMUSG00000090171	Ugt1a2
ENSG00000244476	ENSMUSG00000047977	Synb
ENSG00000244476	ENSMUSG00000085957	Syna
ENSG00000244476	ENSMUSG00000098773	Gm27179
ENSG00000244482	ENSMUSG00000030427	Lilra6
ENSG00000244482	ENSMUSG00000058818	Pirb
ENSG00000244482	ENSMUSG00000070873	Lilra5
ENSG00000244482	ENSMUSG00000074417	Gm14548
ENSG00000244482	ENSMUSG00000074419	Gm15448
ENSG00000244482	ENSMUSG00000081665	Gm15922
ENSG00000244482	ENSMUSG00000089942	Pira2
ENSG00000244486	ENSMUSG00000012017	Scarf2
ENSG00000244537	ENSMUSG00000046474	Krtap4-16
